CM000126.1	Genbank	gene	X18113	X20165	.	X.	..1	gene_id..OsI_00001...transcript_id.....gbkey..Gene...gene_biotype..protein_coding...locus_tag..OsI_00001...partial..true..	logFC	logCPM	F	PValue	FDR
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.1380888196917	6.84228279404107	4611.2540140751	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.13435722388432	4.64267048516978	2323.42899650842	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	5.12613579811875	9.49100218067119	7060.69455691889	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	5.12364606043156	8.53881582597355	6240.94787921268	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.122324201657	5.4221694088747	3131.58520668325	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.12142777678424	4.27874374664033	1940.46793258236	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.1112062468437	5.20556176376645	2905.81958325139	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.10811891594226	5.82482946404883	3540.36276978244	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	5.09276844821443	4.56196409342228	2380.57464508772	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.08660487761897	4.04491786164763	1693.97905493737	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.0830422605147	3.92632026154486	1585.96885293563	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.07859060013913	7.09714085327696	4796.79683087215	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.07411493426998	4.35447689045164	2006.28247474913	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.07182735375991	5.43283870650313	3111.44919037909	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.06621027604061	6.72819865394253	4418.54010420198	0	0
